BuscoID	Status	Contig	Start	End	Strand	Score	Length	OrthoDBURL	Description	MeanX	MedX	ModeX	DensX	CN	CIsyst	CIrand	DensK	SelfK	HomPC
13964at3193	Complete	NC_057916.1	81752425	81755007	+	1212.7	749	https://www.orthodb.org/v10?query=13964at3193	pentatricopeptide repeat-containing protein At5g16860	61.52	62	62	61.61	1.17	0.3	0.32	NA	NA	NA
13979at3193	Complete	NC_057920.1	26558463	26611383	+	1275.2	768	https://www.orthodb.org/v10?query=13979at3193	UTP--glucose-1-phosphate uridylyltransferase	53.52	53	49	52.85	1	0.28	0.27	NA	NA	NA
14087at3193	Complete	NW_025317364.1	874	164697	-	1150.9	620	https://www.orthodb.org/v10?query=14087at3193	probable polyribonucleotide nucleotidyltransferase 1, chloroplastic	56.95	56	54	55.84	1.06	0.28	0.29	NA	NA	NA
14127at3193	Complete	NC_057916.1	11548576	11571219	+	776.7	510	https://www.orthodb.org/v10?query=14127at3193	pentatricopeptide repeat-containing protein At5g02830, chloroplastic	66.85	69	70	68.41	1.3	0.31	0.35	NA	NA	NA
14136at3193	Complete	NC_057919.1	9002703	9017789	-	1484.2	797	https://www.orthodb.org/v10?query=14136at3193	Probable alanine--tRNA ligase, chloroplastic	50.47	51	48	50.66	0.96	0.27	0.26	NA	NA	NA
14163at3193	Complete	NC_057917.1	12487469	12503241	+	1325.6	937	https://www.orthodb.org/v10?query=14163at3193	Smg8/Smg9	47.79	48	50	48.03	0.91	0.26	0.25	NA	NA	NA
15047at3193	Complete	NC_057918.1	38695517	38722166	+	1152.9	728	https://www.orthodb.org/v10?query=15047at3193	endoplasmic reticulum metallopeptidase 1	41.78	41	40	41.03	0.78	0.24	0.21	NA	NA	NA
15187at3193	Complete	NC_057918.1	3969179	3996533	+	1194.9	692	https://www.orthodb.org/v10?query=15187at3193	Urease	60.14	61	68	60.79	1.16	0.3	0.32	NA	NA	NA
15195at3193	Complete	NC_057917.1	27320298	27349278	-	1339.9	777	https://www.orthodb.org/v10?query=15195at3193	WD40 repeat	46.37	47	48	46.73	0.89	0.26	0.24	NA	NA	NA
15224at3193	Complete	NC_057916.1	9432734	9435238	+	1068.9	681	https://www.orthodb.org/v10?query=15224at3193	putative pentatricopeptide repeat-containing protein At5g13230, mitochondrial	47.83	48	47	47.8	0.91	0.26	0.25	NA	NA	NA
15229at3193	Complete	NC_057917.1	79206084	79208471	+	1164	689	https://www.orthodb.org/v10?query=15229at3193	pentatricopeptide repeat-containing protein At4g21300	57.3	56	56	57.22	1.09	0.29	0.3	NA	NA	NA
15289at3193	Complete	NC_057917.1	57027859	57126466	-	1243.3	695	https://www.orthodb.org/v10?query=15289at3193	P-loop containing nucleoside triphosphate hydrolase	52.37	52	43	50.51	0.96	0.27	0.26	NA	NA	NA
15318at3193	Complete	NC_057916.1	7684333	7691646	-	1018.5	647	https://www.orthodb.org/v10?query=15318at3193	Sec1-like protein	48.99	48	46	48.83	0.93	0.26	0.25	NA	NA	NA
15405at3193	Complete	NC_057921.1	57468920	57511911	-	1132.8	666	https://www.orthodb.org/v10?query=15405at3193	DNA mismatch repair protein MSH4	60.78	61	61	60.56	1.15	0.29	0.31	NA	NA	NA
15522at3193	Complete	NC_057920.1	55661544	55771855	+	1092.4	662	https://www.orthodb.org/v10?query=15522at3193	nuclear cap-binding protein subunit 1	50.22	52	52	51.2	0.97	0.27	0.27	NA	NA	NA
16160at3193	Complete	NC_057918.1	72663506	72726333	+	1017.6	662	https://www.orthodb.org/v10?query=16160at3193	WHIM2 domain	44.92	50	0	0	0	0	0	NA	NA	NA
16253at3193	Complete	NC_057920.1	41009396	41153932	-	1307	785	https://www.orthodb.org/v10?query=16253at3193	DNA ligase	47.68	47	46	46.78	0.89	0.26	0.24	NA	NA	NA
16286at3193	Complete	NC_057918.1	1660407	1669399	-	910	678	https://www.orthodb.org/v10?query=16286at3193	RNA polymerase II C-terminal domain phosphatase-like 3	55.27	56	62	55.68	1.06	0.28	0.29	NA	NA	NA
16351at3193	Complete	NC_057919.1	645201	665276	-	635	537	https://www.orthodb.org/v10?query=16351at3193	histone-lysine N-methyltransferase ATXR7	50.61	50	47	50.49	0.96	0.27	0.26	NA	NA	NA
16550at3193	Complete	NC_057922.1	49134391	49293370	-	1086.7	727	https://www.orthodb.org/v10?query=16550at3193	ATPase, AAA-type, conserved site	53.82	52	53	50.2	0.95	0.27	0.26	NA	NA	NA
16671at3193	Complete	NC_057921.1	52682195	52699786	+	1155.8	663	https://www.orthodb.org/v10?query=16671at3193	WD40-repeat-containing domain	47.71	48	49	47.78	0.91	0.26	0.25	NA	NA	NA
16810at3193	Complete	NC_057917.1	77194932	77209136	-	1247.3	704	https://www.orthodb.org/v10?query=16810at3193	Vps16, C-terminal	56.45	57	59	56.78	1.08	0.29	0.29	NA	NA	NA
16901at3193	Complete	NC_057916.1	2386611	2440343	+	1783.4	1035	https://www.orthodb.org/v10?query=16901at3193	DExH-box ATP-dependent RNA helicase DExH11	52.91	53	53	53.35	1.01	0.28	0.28	NA	NA	NA
16977at3193	Complete	NC_057917.1	15150360	15194698	-	813.8	503	https://www.orthodb.org/v10?query=16977at3193	probable lysine-specific demethylase ELF6	55.38	54	51	55.02	1.05	0.28	0.29	NA	NA	NA
16984at3193	Complete	NC_057922.1	33313490	33356337	+	1152.9	649	https://www.orthodb.org/v10?query=16984at3193	spermatogenesis-associated protein 20	59.5	54	52	56.74	1.08	0.29	0.29	NA	NA	NA
17077at3193	Complete	NC_057922.1	32616629	32671878	+	931.4	654	https://www.orthodb.org/v10?query=17077at3193	Fanconi-associated nuclease	52.34	52	51	52.3	0.99	0.27	0.27	NA	NA	NA
17159at3193	Complete	NC_057919.1	8387849	8391099	+	1165.2	787	https://www.orthodb.org/v10?query=17159at3193	pentatricopeptide repeat-containing protein At2g17140	68.8	68	68	68.81	1.31	0.31	0.36	NA	NA	NA
17217at3193	Complete	NC_057922.1	65069940	65086673	+	1184.4	712	https://www.orthodb.org/v10?query=17217at3193	tubulin--tyrosine ligase-like protein 12	53.62	54	55	53.94	1.03	0.28	0.28	NA	NA	NA
17535at3193	Complete	NC_057920.1	65155566	65202366	-	1028	723	https://www.orthodb.org/v10?query=17535at3193	DEAD-box ATP-dependent RNA helicase FANCM isoform X1	56.07	54	49	54.25	1.03	0.28	0.28	NA	NA	NA
17581at3193	Complete	NC_057916.1	12567793	12591462	-	1055.4	691	https://www.orthodb.org/v10?query=17581at3193	E3 UFM1-protein ligase 1 homolog	48.11	45	45	44.95	0.85	0.25	0.23	NA	NA	NA
17647at3193	Complete	NC_057918.1	68965278	68969209	-	1029	810	https://www.orthodb.org/v10?query=17647at3193	Holliday junction resolvase	57.32	58	58	57.37	1.09	0.29	0.3	NA	NA	NA
17679at3193	Complete	NC_057924.1	6443829	6465522	-	893.2	663	https://www.orthodb.org/v10?query=17679at3193	DNA mismatch repair protein MSH5	53.23	53	51	52.99	1.01	0.28	0.27	NA	NA	NA
18005at3193	Complete	NC_057919.1	60948855	60959030	+	1361.3	876	https://www.orthodb.org/v10?query=18005at3193	sister-chromatid cohesion protein 3	54.94	57	57	55.95	1.06	0.28	0.29	NA	NA	NA
18144at3193	Complete	NC_057923.1	9891661	9914563	+	1046.3	719	https://www.orthodb.org/v10?query=18144at3193	CRM-domain containing factor CFM2, chloroplastic	51.9	50	48	51.08	0.97	0.27	0.26	NA	NA	NA
18146at3193	Complete	NC_057926.1	38300479	38343523	-	1028.7	633	https://www.orthodb.org/v10?query=18146at3193	ATPase, AAA-type, conserved site	49.75	50	47	50.03	0.95	0.27	0.26	NA	NA	NA
18255at3193	Complete	NC_057920.1	10074652	10158074	+	972	623	https://www.orthodb.org/v10?query=18255at3193	WD40-repeat-containing domain	50.95	52	53	51.72	0.98	0.27	0.27	NA	NA	NA
18305at3193	Complete	NC_057919.1	2662666	2694527	-	1068.7	646	https://www.orthodb.org/v10?query=18305at3193	DNA helicase	56.03	56	57	55.85	1.06	0.28	0.29	NA	NA	NA
18334at3193	Complete	NC_057922.1	8453525	8456729	-	944.9	704	https://www.orthodb.org/v10?query=18334at3193	TPR repeat-containing protein ZIP4	60.12	60	60	60.19	1.14	0.29	0.31	NA	NA	NA
18435at3193	Complete	NC_057923.1	1287805	1337458	+	1156	643	https://www.orthodb.org/v10?query=18435at3193	CarD-like/TRCF domain	49.57	49	47	48.56	0.92	0.26	0.25	NA	NA	NA
18590at3193	Complete	NC_057916.1	7046818	7049163	+	1144.7	672	https://www.orthodb.org/v10?query=18590at3193	pentatricopeptide repeat-containing protein At2g22070	55.76	55	52	55.63	1.06	0.28	0.29	NA	NA	NA
18595at3193	Complete	NC_057926.1	52030179	52038400	-	1231.2	836	https://www.orthodb.org/v10?query=18595at3193	condensin complex subunit 3	62.51	62	61	62.25	1.18	0.3	0.32	NA	NA	NA
18614at3193	Complete	NC_057922.1	15556690	15599603	+	2632.3	1569	https://www.orthodb.org/v10?query=18614at3193	protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 isoform X1	60.99	61	62	60.72	1.15	0.3	0.31	NA	NA	NA
18641at3193	Complete	NC_057924.1	63232965	63237848	-	1258.6	672	https://www.orthodb.org/v10?query=18641at3193	DNA replication licensing factor MCM6	59.16	61	61	59.67	1.13	0.29	0.31	NA	NA	NA
18777at3193	Complete	NC_057917.1	83609898	83672880	+	995.1	699	https://www.orthodb.org/v10?query=18777at3193	anaphase-promoting complex subunit 5	55.42	55	55	54.58	1.04	0.28	0.28	NA	NA	NA
18890at3193	Complete	NC_057925.1	59094745	59097895	+	1042	700	https://www.orthodb.org/v10?query=18890at3193	Leucine-rich repeat	47.23	47	45	47.24	0.9	0.26	0.24	NA	NA	NA
18970at3193	Complete	NC_057916.1	9676785	9687598	+	1124.1	620	https://www.orthodb.org/v10?query=18970at3193	dynamin-like protein ARC5	55.64	55	55	55.22	1.05	0.28	0.29	NA	NA	NA
19019at3193	Complete	NC_057925.1	46674909	46714821	-	961.4	617	https://www.orthodb.org/v10?query=19019at3193	CCAAT/enhancer-binding protein zeta	52.83	52	48	52.43	1	0.27	0.27	NA	NA	NA
19243at3193	Complete	NC_057918.1	36545639	36640754	-	718.5	432	https://www.orthodb.org/v10?query=19243at3193	Protein kinase domain	52.91	53	51	53.11	1.01	0.28	0.28	NA	NA	NA
19287at3193	Complete	NC_057917.1	9294242	9375320	-	1243.7	623	https://www.orthodb.org/v10?query=19287at3193	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic	47.56	48	49	48.37	0.92	0.26	0.25	NA	NA	NA
19370at3193	Complete	NC_057918.1	32971467	32974118	-	991.7	672	https://www.orthodb.org/v10?query=19370at3193	pentatricopeptide repeat-containing protein At5g03800	42.92	44	44	43	0.82	0.25	0.22	NA	NA	NA
19402at3193	Complete	NC_057916.1	33822620	33882697	-	1121.5	761	https://www.orthodb.org/v10?query=19402at3193	Leucine-rich repeat	51.27	50	48	49.81	0.95	0.27	0.26	NA	NA	NA
19475at3193	Complete	NC_057922.1	36914966	36924300	+	885.8	555	https://www.orthodb.org/v10?query=19475at3193	BTB/POZ domain	66.58	67	69	66.78	1.27	0.31	0.35	NA	NA	NA
19641at3193	Complete	NC_057924.1	1506498	1523038	+	927.3	699	https://www.orthodb.org/v10?query=19641at3193	GPI ethanolamine phosphate transferase 3	50.56	51	52	50.53	0.96	0.27	0.26	NA	NA	NA
19846at3193	Complete	NC_057916.1	2765649	2768843	-	1271.2	844	https://www.orthodb.org/v10?query=19846at3193	putative pentatricopeptide repeat-containing protein At5g09950	38.73	38	37	38.66	0.73	0.24	0.2	NA	NA	NA
19854at3193	Complete	NC_057919.1	66870387	66986477	-	1132.5	586	https://www.orthodb.org/v10?query=19854at3193	DNA replication licensing factor MCM7	54.03	55	60	55.92	1.06	0.28	0.29	NA	NA	NA
19858at3193	Complete	NC_057917.1	60518338	60524575	+	1036.6	599	https://www.orthodb.org/v10?query=19858at3193	DNA replication licensing factor MCM5	57.3	58	59	57.43	1.09	0.29	0.3	NA	NA	NA
20290at3193	Complete	NC_057917.1	11506838	11509696	-	1106.2	775	https://www.orthodb.org/v10?query=20290at3193	putative pentatricopeptide repeat-containing protein At1g19290	47.77	48	48	47.87	0.91	0.26	0.25	NA	NA	NA
20475at3193	Complete	NC_057917.1	9400104	9443754	-	906.1	560	https://www.orthodb.org/v10?query=20475at3193	zinc finger CCCH domain-containing protein 24	54.24	55	56	54.99	1.04	0.28	0.29	NA	NA	NA
20489at3193	Complete	NC_057919.1	18402989	18438862	-	1112.4	638	https://www.orthodb.org/v10?query=20489at3193	protein CHROMATIN REMODELING 25	45.08	48	34	46.2	0.88	0.26	0.24	NA	NA	NA
20942at3193	Complete	NC_057925.1	49441156	49460357	-	993.4	567	https://www.orthodb.org/v10?query=20942at3193	ribonuclease E/G-like protein, chloroplastic isoform X1	61.55	61	62	61.25	1.16	0.3	0.32	NA	NA	NA
21033at3193	Complete	NC_057920.1	9305132	9338420	+	941.6	543	https://www.orthodb.org/v10?query=21033at3193	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	73.02	73	74	72.98	1.39	0.32	0.38	NA	NA	NA
21064at3193	Complete	NC_057917.1	77254880	77261884	+	1069.2	580	https://www.orthodb.org/v10?query=21064at3193	DNA helicase	58.6	58	58	58.37	1.11	0.29	0.3	NA	NA	NA
21074at3193	Complete	NC_057921.1	2713405	2755130	+	1177.5	834	https://www.orthodb.org/v10?query=21074at3193	AP-5 complex subunit beta-1	56.2	56	55	56.12	1.07	0.28	0.29	NA	NA	NA
21096at3193	Complete	NC_057924.1	58788403	58915468	-	911.4	602	https://www.orthodb.org/v10?query=21096at3193	Molybdenum cofactor sulfurase	56.79	57	52	56.9	1.08	0.29	0.3	NA	NA	NA
21627at3193	Complete	NC_057919.1	36434949	36566051	-	959.1	616	https://www.orthodb.org/v10?query=21627at3193	anaphase-promoting complex subunit 4	49.25	50	50	50.35	0.96	0.27	0.26	NA	NA	NA
21793at3193	Complete	NC_057919.1	34181278	34226848	-	1034.6	606	https://www.orthodb.org/v10?query=21793at3193	Pyridoxal phosphate-dependent transferase	55.77	55	64	55.2	1.05	0.28	0.29	NA	NA	NA
21795at3193	Complete	NC_057918.1	30870093	30952824	+	678.9	619	https://www.orthodb.org/v10?query=21795at3193	Tetratricopeptide repeat	53.56	53	54	52.84	1	0.28	0.27	NA	NA	NA
21873at3193	Complete	NC_057922.1	56850064	56943318	+	1310.2	933	https://www.orthodb.org/v10?query=21873at3193	protein NRDE2 homolog isoform X1	51.62	51	50	51.18	0.97	0.27	0.27	NA	NA	NA
22385at3193	Complete	NC_057919.1	8578075	8586121	+	1069.3	668	https://www.orthodb.org/v10?query=22385at3193	BTB/POZ domain-containing protein At2g30600	60.96	61	62	61.13	1.16	0.3	0.32	NA	NA	NA
22441at3193	Complete	NC_057924.1	13149590	13167788	+	1088.4	707	https://www.orthodb.org/v10?query=22441at3193	DNA mismatch repair protein MutS, core	51.03	50	46	50.25	0.95	0.27	0.26	NA	NA	NA
22723at3193	Complete	NC_057918.1	68553938	68568922	+	1180.4	721	https://www.orthodb.org/v10?query=22723at3193	SAP domain	50.47	53	56	53.93	1.02	0.28	0.28	NA	NA	NA
23032at3193	Complete	NC_057925.1	50009966	50012290	+	992.8	599	https://www.orthodb.org/v10?query=23032at3193	pentatricopeptide repeat-containing protein At3g53700, chloroplastic	51.96	53	53	52.1	0.99	0.27	0.27	NA	NA	NA
23064at3193	Complete	NC_057916.1	16260166	16288795	-	1039.6	637	https://www.orthodb.org/v10?query=23064at3193	UTP--glucose-1-phosphate uridylyltransferase 3, chloroplastic	51.88	50	50	50.87	0.97	0.27	0.26	NA	NA	NA
23203at3193	Complete	NC_057918.1	31074919	31108747	-	838.5	533	https://www.orthodb.org/v10?query=23203at3193	pumilio homolog 23	50.25	51	52	50.66	0.96	0.27	0.26	NA	NA	NA
23420at3193	Complete	NC_057920.1	2964926	3016521	-	645.2	605	https://www.orthodb.org/v10?query=23420at3193	Myosin-2 heavy chain-like protein	49.13	49	48	48.73	0.93	0.26	0.25	NA	NA	NA
23529at3193	Complete	NC_057917.1	2838138	2927644	-	933.7	597	https://www.orthodb.org/v10?query=23529at3193	Chromatid cohesion factor MAU2	59.28	60	59	60.79	1.16	0.3	0.32	NA	NA	NA
23608at3193	Complete	NC_057925.1	56618475	56641686	+	1035	690	https://www.orthodb.org/v10?query=23608at3193	probable transmembrane GTPase FZO-like, chloroplastic	41.44	42	43	41.77	0.79	0.24	0.22	NA	NA	NA
23743at3193	Complete	NC_057921.1	66757940	66782443	-	1061	614	https://www.orthodb.org/v10?query=23743at3193	ABC transporter F family member 3	53.8	53	53	53.11	1.01	0.28	0.28	NA	NA	NA
23795at3193	Complete	NC_057918.1	11736236	11738884	-	1091.5	766	https://www.orthodb.org/v10?query=23795at3193	pentatricopeptide repeat-containing protein At1g74600, chloroplastic	52.08	52	51	52	0.99	0.27	0.27	NA	NA	NA
23870at3193	Complete	NC_057921.1	57277403	57309942	-	1089.4	727	https://www.orthodb.org/v10?query=23870at3193	probable helicase CHR10 isoform X1	54.68	54	54	54.05	1.03	0.28	0.28	NA	NA	NA
24280at3193	Complete	NC_057919.1	6604778	6617554	+	1100.5	853	https://www.orthodb.org/v10?query=24280at3193	Condensin-2 complex subunit G2	55.78	55	55	55	1.05	0.28	0.29	NA	NA	NA
24314at3193	Complete	NC_057926.1	50825784	50839859	+	831.8	579	https://www.orthodb.org/v10?query=24314at3193	Armadillo	49.29	47	44	48.27	0.92	0.26	0.25	NA	NA	NA
24580at3193	Complete	NC_057921.1	35441547	35487373	-	840.7	603	https://www.orthodb.org/v10?query=24580at3193	G patch domain-containing protein, N-terminal	53.71	54	54	53.39	1.01	0.28	0.28	NA	NA	NA
24602at3193	Complete	NC_057925.1	50547668	50619147	+	925.1	487	https://www.orthodb.org/v10?query=24602at3193	phospholipid--sterol O-acyltransferase	52.93	54	56	53.86	1.02	0.28	0.28	NA	NA	NA
24748at3193	Complete	NC_057922.1	4040015	4064644	-	912.1	564	https://www.orthodb.org/v10?query=24748at3193	Gamma-tubulin complex component	53.01	53	52	52.84	1	0.28	0.27	NA	NA	NA
24820at3193	Complete	NC_057916.1	18391242	18394286	-	1068.6	757	https://www.orthodb.org/v10?query=24820at3193	putative pentatricopeptide repeat-containing protein At5g06400, mitochondrial	42.09	43	43	42.22	0.8	0.25	0.22	NA	NA	NA
25025at3193	Complete	NC_057917.1	83968123	83970885	+	1219.3	785	https://www.orthodb.org/v10?query=25025at3193	pentatricopeptide repeat-containing protein At3g24000, mitochondrial	54.28	55	55	54.28	1.03	0.28	0.28	NA	NA	NA
25169at3193	Complete	NC_057922.1	24365050	24398804	+	798.2	623	https://www.orthodb.org/v10?query=25169at3193	chromosome transmission fidelity protein 18 homolog	54.63	54	53	54.12	1.03	0.28	0.28	NA	NA	NA
25353at3193	Complete	NC_057926.1	42202726	42245317	+	894.7	699	https://www.orthodb.org/v10?query=25353at3193	Thioredoxin-like superfamily	55.51	55	48	53.27	1.01	0.28	0.28	NA	NA	NA
25535at3193	Complete	NC_057925.1	58561087	58571667	+	1058.7	591	https://www.orthodb.org/v10?query=25535at3193	Origin recognition complex subunit 1	46.12	45	45	46.11	0.88	0.26	0.24	NA	NA	NA
25543at3193	Complete	NW_025317416.1	11106	128956	+	696.9	496	https://www.orthodb.org/v10?query=25543at3193	C2 domain	40.77	41	44	41.13	0.78	0.24	0.21	NA	NA	NA
25549at3193	Complete	NC_057920.1	55056590	55111786	+	551.4	566	https://www.orthodb.org/v10?query=25549at3193	protein SIEL	48.25	49	49	48.49	0.92	0.26	0.25	NA	NA	NA
25602at3193	Complete	NC_057925.1	47389092	47395551	-	1200.5	569	https://www.orthodb.org/v10?query=25602at3193	threonine--tRNA ligase, chloroplastic/mitochondrial 2	44.39	43	42	44.19	0.84	0.25	0.23	NA	NA	NA
25760at3193	Complete	NC_057922.1	8610086	8612125	+	942.8	660	https://www.orthodb.org/v10?query=25760at3193	putative pentatricopeptide repeat-containing protein At1g77010, mitochondrial	68.63	69	69	68.65	1.3	0.31	0.36	NA	NA	NA
26282at3193	Complete	NC_057918.1	16948731	16960912	+	825.4	585	https://www.orthodb.org/v10?query=26282at3193	nuclear pore complex protein NUP85	62.15	62	61	62.23	1.18	0.3	0.32	NA	NA	NA
26318at3193	Complete	NC_057925.1	22327329	22367103	+	541.8	488	https://www.orthodb.org/v10?query=26318at3193	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 isoform X1	47.94	46	44	46.79	0.89	0.26	0.24	NA	NA	NA
26386at3193	Complete	NC_057921.1	67574652	67694564	-	730.2	636	https://www.orthodb.org/v10?query=26386at3193	DNA mismatch repair protein MutS, core	53.04	54	54	53.98	1.03	0.28	0.28	NA	NA	NA
26417at3193	Complete	NC_057922.1	15941743	15960593	+	837.7	598	https://www.orthodb.org/v10?query=26417at3193	pentatricopeptide repeat-containing protein At1g76280 isoform X1	48.3	48	46	47.94	0.91	0.26	0.25	NA	NA	NA
26497at3193	Complete	NC_057923.1	5469928	5489782	-	824.6	578	https://www.orthodb.org/v10?query=26497at3193	ATP-dependent DNA helicase Q-like 5	60.65	60	59	60.58	1.15	0.29	0.31	NA	NA	NA
26586at3193	Complete	NC_057923.1	51470579	51491691	-	1036	608	https://www.orthodb.org/v10?query=26586at3193	transcription factor bHLH140	47.76	47	43	47.48	0.9	0.26	0.25	NA	NA	NA
26756at3193	Complete	NC_057920.1	54086243	54239305	-	1019.3	579	https://www.orthodb.org/v10?query=26756at3193	cleavage stimulation factor subunit 77	47.17	46	46	45.8	0.87	0.26	0.24	NA	NA	NA
26776at3193	Complete	NC_057917.1	53984467	54022946	-	781.4	571	https://www.orthodb.org/v10?query=26776at3193	Peroxisomal targeting signal 1 receptor	49.07	48	47	49.3	0.94	0.27	0.26	NA	NA	NA
26815at3193	Complete	NC_057924.1	15223922	15232408	+	1088.7	618	https://www.orthodb.org/v10?query=26815at3193	switch 2	82.54	84	84	82.83	1.57	0.34	0.43	NA	NA	NA
26824at3193	Complete	NC_057923.1	9326919	9342645	-	1167.2	662	https://www.orthodb.org/v10?query=26824at3193	pentatricopeptide repeat-containing protein At1g74850, chloroplastic	50.13	50	51	50.18	0.95	0.27	0.26	NA	NA	NA
26847at3193	Complete	NC_057925.1	43023713	43063994	+	1048.4	577	https://www.orthodb.org/v10?query=26847at3193	conserved oligomeric Golgi complex subunit 6	55.56	54	54	54.04	1.03	0.28	0.28	NA	NA	NA
26860at3193	Complete	NC_057918.1	27143989	27215902	-	842.3	508	https://www.orthodb.org/v10?query=26860at3193	Beta-galactosidase	51.13	46	45	45.85	0.87	0.26	0.24	NA	NA	NA
26980at3193	Complete	NC_057922.1	65807048	65941841	+	788.9	416	https://www.orthodb.org/v10?query=26980at3193	Sterile alpha motif domain	51.97	52	58	52.13	0.99	0.27	0.27	NA	NA	NA
27037at3193	Complete	NC_057925.1	6082251	6094971	-	1067.4	577	https://www.orthodb.org/v10?query=27037at3193	DNA topoisomerase 6 subunit B	65.87	65	67	65.67	1.25	0.31	0.34	NA	NA	NA
27315at3193	Complete	NC_057919.1	2698083	2715007	+	1031.3	582	https://www.orthodb.org/v10?query=27315at3193	FG-GAP repeat-containing protein	54.35	53	51	53.49	1.02	0.28	0.28	NA	NA	NA
27435at3193	Complete	NC_057923.1	15399701	15463644	-	685.1	458	https://www.orthodb.org/v10?query=27435at3193	DnaJ domain	55.56	55	50	55.13	1.05	0.28	0.29	NA	NA	NA
27492at3193	Complete	NC_057918.1	6070207	6079526	+	741	559	https://www.orthodb.org/v10?query=27492at3193	glycosylphosphatidylinositol anchor attachment 1 protein	53.48	52	49	52.99	1.01	0.28	0.27	NA	NA	NA
